WP, 22, 2018082306, 03, HWRF, 024, 387N, 1302E,  49,  984, XX,  34, NEQ, 0452, 0204, 0188, 0117,  -99,  -99,  98,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     239,     433,     342, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 024, 387N, 1302E,  49,  984, XX,  50, NEQ, 0341, 0000, 0000, 0000,  -99,  -99,  98,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     239,     433,     342, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 027, 395N, 1308E,  47,  985, XX,  34, NEQ, 0430, 0199, 0098, 0107,  -99,  -99,  75,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     264,     557,      11, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 030, 401N, 1316E,  49,  986, XX,  34, NEQ, 0432, 0260, 0092, 0112,  -99,  -99,  71,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     271,     723,    -211, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 033, 408N, 1327E,  48,  986, XX,  34, NEQ, 0422, 0218, 0108, 0094,  -99,  -99,  57,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     274,     679,     -70, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 036, 416N, 1341E,  47,  986, XX,  34, NEQ, 0323, 0182, 0135, 0116,  -99,  -99,  63,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     256,     468,     271, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 039, 422N, 1355E,  49,  987, XX,  34, NEQ, 0337, 0176, 0150, 0098,  -99,  -99, 161,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     262,     439,     368, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 042, 430N, 1369E,  50,  988, XX,  34, NEQ, 0222, 0197, 0157, 0139,  -99,  -99, 113,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     292,     645,     187, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 042, 430N, 1369E,  50,  988, XX,  50, NEQ, 0000, 0000, 0000, 0114,  -99,  -99, 113,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     292,     645,     187, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 045, 436N, 1382E,  46,  988, XX,  34, NEQ, 0201, 0194, 0147, 0167,  -99,  -99, 107,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     315,     499,     206, Y, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 048, 442N, 1392E,  50,  988, XX,  34, NEQ, 0291, 0247, 0155, 0144,  -99,  -99,  97,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     327,     280,    -128, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 051, 443N, 1401E,  45,  989, XX,  34, NEQ, 0254, 0189, 0150, 0151,  993,   28,  97,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     344,      60,    -337, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 054, 444N, 1411E,  45,  991, XX,  34, NEQ, 0103, 0171, 0173, 0000,  995,   28, 160,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     353,    -249,    -604, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 057, 444N, 1423E,  45,  994, XX,  34, NEQ, 0000, 0166, 0148, 0000,  -99,  -99, 140,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     380,    -225,    -763, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 060, 448N, 1449E,  37,  994, XX,  34, NEQ, 0173, 0000, 0230, 0000,  -99,  -99, 153,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     447,    -608,   -1479, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 063, 448N, 1465E,  39,  994, XX,  34, NEQ, 0152, 0000, 0234, 0000,  -99,  -99, 146,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     496,    -899,   -1581, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 066, 446N, 1484E,  37,  995, XX,  34, NEQ, 0093, 0000, 0267, 0000,  -99,  -99,  88,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     535,    -912,   -1849, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 069, 446N, 1501E,  38,  994, XX,  34, NEQ, 0154, 0000, 0000, 0000,  998,   84, 151,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     538,    -887,   -1926, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 072, 446N, 1515E,  37,  992, XX,  34, NEQ, 0133, 0000, 0000, 0000,  -99,  -99, 131,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     573,   -1099,   -2123, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 075, 449N, 1533E,  33,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000,  -99,  -99, 131,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     621,   -1063,   -2557, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 078, 448N, 1547E,  33,  991, XX,  34, NEQ, 0000, 0277, 0000, 0000,  -99,  -99, 125,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     679,   -1161,   -2700, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 081, 451N, 1561E,  35,  988, XX,  34, NEQ, 0220, 0298, 0000, 0000,  -99,  -99, 161,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     701,    -708,   -3005, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 084, 452N, 1573E,  40,  985, XX,  34, NEQ, 0222, 0306, 0000, 0089,  -99,  -99, 136,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     778,    -563,   -2943, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 087, 454N, 1586E,  41,  983, XX,  34, NEQ, 0267, 0299, 0149, 0131,  -99,  -99, 157,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     829,    -377,   -2874, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 090, 455N, 1596E,  43,  982, XX,  34, NEQ, 0264, 0293, 0197, 0097,  -99,  -99,  47,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     889,    -204,   -2948, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 093, 455N, 1606E,  42,  981, XX,  34, NEQ, 0247, 0281, 0215, 0105, 1001,  291,  50,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     929,     -56,   -3296, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 096, 455N, 1619E,  42,  980, XX,  34, NEQ, 0281, 0285, 0249, 0126,  -99,  -99,  79,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     891,    -202,   -3669, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 099, 460N, 1632E,  41,  979, XX,  34, NEQ, 0275, 0351, 0260, 0138,  -99,  -99, 105,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     972,    -136,   -3622, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 102, 466N, 1640E,  41,  979, XX,  34, NEQ, 0303, 0378, 0250, 0132,  -99,  -99, 133,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     942,     342,   -3039, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 105, 471N, 1642E,  45,  977, XX,  34, NEQ, 0346, 0397, 0216, 0120,  -99,  -99,  47,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     860,     718,   -2148, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 108, 473N, 1649E,  47,  975, XX,  34, NEQ, 0360, 0374, 0175, 0143,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     642,     571,   -1570, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 111, 474N, 1660E,  49,  973, XX,  34, NEQ, 0342, 0341, 0145, 0196,  -99,  -99,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     249,     106,   -1201, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 114, 480N, 1673E,  50,  971, XX,  34, NEQ, 0290, 0293, 0173, 0202,  -99,  -99,  55,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     297,     -27,    -743, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 117, 490N, 1682E,  49,  971, XX,  34, NEQ, 0272, 0259, 0194, 0166,  -99,  -99,  80,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     322,      27,    -526, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 120, 500N, 1686E,  47,  970, XX,  34, NEQ, 0260, 0269, 0193, 0157,  -99,  -99,  98,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     299,     248,    -385, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 123, 509N, 1690E,  45,  970, XX,  34, NEQ, 0254, 0255, 0197, 0113,  -99,  -99,  99,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     257,     423,    -211, N, 10, DT, -999
WP, 22, 2018082306, 03, HWRF, 126, 518N, 1692E,  44,  971, XX,  34, NEQ, 0254, 0250, 0196, 0135,  999,  247, 127,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     226,     600,     -47, N, 10, DT, -999
WP, 22, 2018082306, 99, CHIP,   0, 336N, 1255E,  59,  989,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHIP,   6, 347N, 1262E,  52,  992,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHIP,  12, 359N, 1269E,  49,  993,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHIP,  18, 374N, 1283E,  44,  995,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHIP,  24, 389N, 1297E,  40,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHIP,  30, 403N, 1316E,  38,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHIP,  36, 418N, 1336E,  38,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHIP,  42, 429N, 1356E,  38,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHIP,  48, 441N, 1376E,  37,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,   0, 336N, 1255E,  61,  987,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,   6, 347N, 1262E,  57,  989,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,  12, 359N, 1269E,  52,  990,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,  18, 374N, 1283E,  46,  994,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,  24, 389N, 1297E,  42,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,  30, 403N, 1316E,  39,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,  36, 418N, 1336E,  39,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,  42, 429N, 1356E,  39,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP2,  48, 441N, 1376E,  38,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,   0, 336N, 1255E,  54,  991,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,   6, 347N, 1262E,  45,  994,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,  12, 359N, 1269E,  41,  996,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,  18, 374N, 1283E,  38,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,  24, 389N, 1297E,  36,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,  30, 403N, 1316E,  34,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,  36, 418N, 1336E,  34,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,  42, 429N, 1356E,  34,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP3,  48, 441N, 1376E,  34,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,   0, 336N, 1255E,  60,  987,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,   6, 347N, 1262E,  50,  991,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,  12, 359N, 1269E,  46,  994,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,  18, 374N, 1283E,  42,  996,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,  24, 389N, 1297E,  39,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,  30, 403N, 1316E,  37,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,  36, 418N, 1336E,  37,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,  42, 429N, 1356E,  36,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP4,  48, 441N, 1376E,  36,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,   0, 336N, 1255E,  54,  990,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,   6, 347N, 1262E,  45,  993,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,  12, 359N, 1269E,  42,  996,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,  18, 374N, 1283E,  38,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,  24, 389N, 1297E,  36,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,  30, 403N, 1316E,  35,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,  36, 418N, 1336E,  35,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,  42, 429N, 1356E,  35,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP5,  48, 441N, 1376E,  34,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,   0, 336N, 1255E,  60,  987,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,   6, 347N, 1262E,  57,  989,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,  12, 359N, 1269E,  52,  990,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,  18, 374N, 1283E,  46,  994,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,  24, 389N, 1297E,  41,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,  30, 403N, 1316E,  39,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,  36, 418N, 1336E,  39,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,  42, 429N, 1356E,  38,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP6,  48, 441N, 1376E,  38,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,   0, 336N, 1255E,  55,  990,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,   6, 347N, 1262E,  46,  993,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,  12, 359N, 1269E,  41,  996,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,  18, 374N, 1283E,  38,  997,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,  24, 389N, 1297E,  36,  998,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,  30, 403N, 1316E,  35,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,  36, 418N, 1336E,  35,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,  42, 429N, 1356E,  34,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082306, 99, CHP7,  48, 441N, 1376E,  34,  999,   ,   0,    ,    0,    0,    0,    0,
WP, 22, 2018082312, 01, CARQ, -24, 317N, 1263E,  85,  956, XX,  34, NEQ,  145,  135,  110,  135, 1001,  220,  30,   0,   0,   W,   0,   X, 315,   9,     SOULIK, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018082312, 01, CARQ, -18, 326N, 1257E,  80,  960, XX,  34, NEQ,  135,  135,  105,  120, 1001,  215,  35,   0,   0,   W,   0,   X, 325,   9,     SOULIK, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018082312, 01, CARQ, -12, 331N, 1251E,  65,  970, XX,  34, NEQ,  145,  130,  105,  125,  999,  185,  30,   0,   0,   W,   0,   X, 325,   8,     SOULIK, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018082312, 01, CARQ,  -6, 336N, 1255E,  60,  971, XX,  34, NEQ,  150,  135,  110,  125, 1000,  200,  45,   0,   0,   W,   0,   X, 340,   7,     SOULIK, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018082312, 01, CARQ,   0, 346N, 1262E,  55,  975, XX,  34, NEQ,  135,  120,  105,  110, 1000,  200,  45,   0,   0,   W,   0,   X,  10,   7,     SOULIK, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018082312, 01, CARQ,   0, 346N, 1262E,  55,  975, XX,  50, NEQ,    0,    0,    0,    0, 1000,  200,  45,   0,   0,   W,   0,   X,  10,   7,     SOULIK, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018082312, 01, CARQ,   0, 346N, 1262E,  55,  975, XX,  64, NEQ,    0,    0,    0,    0, 1000,  200,  45,   0,   0,   W,   0,   X,  10,   7,     SOULIK, D,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018082312, 03, CTCX, 000, 346N, 1262E,  55,  978, XX,  34, NEQ, 0145, 0145, 0119, 0105,    0,    0, 052
WP, 22, 2018082312, 03, CTCX, 000, 346N, 1262E,  55,  978, XX,  50, NEQ, 0071, 0071, 0000, 0000,    0,    0, 052
WP, 22, 2018082312, 03, CTCX, 006, 358N, 1265E,  39,  981, XX,  34, NEQ, 0244, 0140, 0048, 0038,    0,    0, 100
WP, 22, 2018082312, 03, CTCX, 012, 372N, 1280E,  39,  986, XX,  34, NEQ, 0197, 0201, 0000, 0154,    0,    0, 106
WP, 22, 2018082312, 03, CTCX, 018, 386N, 1298E,  48,  985, XX,  34, NEQ, 0247, 0205, 0059, 0131,    0,    0, 035
WP, 22, 2018082312, 03, CTCX, 024, 400N, 1313E,  45,  988, XX,  34, NEQ, 0264, 0133, 0081, 0093,    0,    0, 033
WP, 22, 2018082312, 03, CTCX, 030, 412N, 1324E,  48,  990, XX,  34, NEQ, 0203, 0117, 0088, 0085,    0,    0, 091
WP, 22, 2018082312, 03, CTCX, 036, 420N, 1345E,  46,  994, XX,  34, NEQ, 0181, 0133, 0117, 0068,    0,    0, 046
WP, 22, 2018082312, 03, CTCX, 042, 424N, 1370E,  40,  996, XX,  34, NEQ, 0172, 0085, 0081, 0159,    0,    0, 093
WP, 22, 2018082312, 03, CTCX, 048, 435N, 1392E,  32,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 095
WP, 22, 2018082312, 03, CTCX, 054, 450N, 1408E,   0,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
WP, 22, 2018082312, 03, HWRF, 000, 346N, 1262E,  66,  973, XX,  34, NEQ, 0206, 0140, 0119, 0120,  997,  145,  76,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,   -9999,   -9999,   -9999, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 000, 346N, 1262E,  66,  973, XX,  50, NEQ, 0092, 0081, 0061, 0082,  997,  145,  76,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,   -9999,   -9999,   -9999, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 000, 346N, 1262E,  66,  973, XX,  64, NEQ, 0083, 0077, 0000, 0000,  997,  145,  76,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,   -9999,   -9999,   -9999, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 003, 350N, 1264E,  46,  975, XX,  34, NEQ, 0337, 0159, 0116, 0114,  995,  116,  74,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     172,     742,    1484, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 006, 357N, 1269E,  46,  977, XX,  34, NEQ, 0331, 0186, 0146, 0104,  993,  104,  79,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     159,     802,    1222, Y, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 009, 364N, 1275E,  45,  980, XX,  34, NEQ, 0258, 0199, 0144, 0183,  -99,  -99,  91,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     178,     390,     974, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 012, 372N, 1284E,  45,  984, XX,  34, NEQ, 0200, 0207, 0156, 0173,  -99,  -99, 113,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     182,     383,     456, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 015, 381N, 1293E,  48,  984, XX,  34, NEQ, 0459, 0212, 0108, 0155,  -99,  -99,  81,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     218,     516,     287, Y, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 015, 381N, 1293E,  48,  984, XX,  50, NEQ, 0394, 0000, 0000, 0000,  -99,  -99,  81,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     218,     516,     287, Y, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 018, 389N, 1299E,  50,  984, XX,  34, NEQ, 0277, 0216, 0101, 0109,  992,   72,  95,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     274,     466,      -9, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 018, 389N, 1299E,  50,  984, XX,  50, NEQ, 0000, 0096, 0000, 0000,  992,   72,  95,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     274,     466,      -9, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 021, 394N, 1304E,  47,  985, XX,  34, NEQ, 0200, 0197, 0098, 0095,  -99,  -99,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     284,     555,    -276, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 024, 402N, 1311E,  47,  987, XX,  34, NEQ, 0209, 0178, 0102, 0118,  -99,  -99,  50,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     281,     590,    -521, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 027, 410N, 1318E,  50,  987, XX,  34, NEQ, 0188, 0146, 0120, 0081,  -99,  -99,  70,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     292,     575,    -548, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 030, 416N, 1324E,  52,  987, XX,  34, NEQ, 0234, 0156, 0130, 0057,  -99,  -99,  60,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     308,     683,    -781, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 030, 416N, 1324E,  52,  987, XX,  50, NEQ, 0074, 0000, 0000, 0000,  -99,  -99,  60,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     308,     683,    -781, N, 10, DT, -999
WP, 22, 2018082312, 03, HWRF, 033, 420N, 1331E,  50,  988, XX,  34, NEQ, 0225, 0125, 0098, 0050,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     330,     336,    -849, N, 10, DT, -999
