EP, 77, 2013050112, 03, SHFR,  12,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHFR,  24,   0N,    0W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHFR,  36,   0N,    0W,  45,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHFR,  48,   0N,    0W,  53,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHFR,  60,   0N,    0W,  61,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHFR,  72,   0N,    0W,  67,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,   0,  75N,  920W,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,  12,  73N,  934W,  21,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,  24,  63N,  949W,  24,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,  36,  52N,  966W,  27,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,  48,  40N,  987W,  31,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,  60,  31N, 1013W,  35,    0, TS,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,  72,  22N, 1044W,  35,    0, TS,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,  84,  12N, 1089W,  34,    0, TS,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP,  96,   5N, 1244W,  34,    0, TS,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP, 108,  11N, 1326W,  31,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, SHIP, 120,  24N, 1376W,  28,    0, TD,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,   0,  75N,  920W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,  12,  75N,  924W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,  24,  75N,  929W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,  36,  75N,  934W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,  48,  75N,  939W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,  60,  75N,  944W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,  72,  75N,  949W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,  84,  75N,  954W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP,  96,  75N,  959W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP, 108,  75N,  964W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP, 120,  75N,  969W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP, 132,  75N,  974W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP, 144,  75N,  979W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP, 156,  75N,  984W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 77, 2013050112, 03, XTRP, 168,  75N,  989W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
